fecha,nivel
2026-08-19T00:12:00,1.197
2026-08-19T00:18:00,1.219
2026-08-19T00:24:00,1.154
2026-08-19T00:30:00,1.145
2026-08-19T00:36:00,1.085
2026-08-19T00:42:00,1.064
2026-08-19T00:48:00,1.057
2026-08-19T00:54:00,0.975
2026-08-19T01:00:00,1.019
2026-08-19T01:06:00,1.033
2026-08-19T01:12:00,0.989
2026-08-19T01:18:00,0.901
2026-08-19T01:24:00,0.885
2026-08-19T01:30:00,0.878
2026-08-19T01:36:00,0.818
2026-08-19T01:42:00,0.87
2026-08-19T01:48:00,0.932
2026-08-19T01:54:00,0.726
2026-08-19T02:00:00,0.812
2026-08-19T02:06:00,0.723
2026-08-19T02:12:00,0.626
2026-08-19T02:18:00,0.724
2026-08-19T02:24:00,0.727
2026-08-19T02:30:00,0.661
2026-08-19T02:36:00,0.659
2026-08-19T02:42:00,0.69
2026-08-19T02:48:00,0.702
2026-08-19T02:54:00,0.726
2026-08-19T03:00:00,0.692
2026-08-19T03:06:00,0.635
2026-08-19T03:12:00,0.741
2026-08-19T03:18:00,0.646
2026-08-19T03:24:00,0.514
2026-08-19T03:30:00,0.516
2026-08-19T03:36:00,0.551
2026-08-19T03:42:00,0.597
2026-08-19T03:48:00,0.498
2026-08-19T03:54:00,0.546
2026-08-19T04:00:00,0.528
2026-08-19T04:06:00,0.542
2026-08-19T04:12:00,0.481
2026-08-19T04:18:00,0.544
2026-08-19T04:24:00,0.457
2026-08-19T04:30:00,0.473
2026-08-19T04:36:00,0.45
2026-08-19T04:42:00,0.377
2026-08-19T04:48:00,0.5
2026-08-19T04:54:00,0.463
2026-08-19T05:00:00,0.464
2026-08-19T05:06:00,0.497
2026-08-19T05:12:00,0.485
2026-08-19T05:18:00,0.46
2026-08-19T05:24:00,0.247
2026-08-19T05:30:00,0.428
2026-08-19T05:36:00,0.434
2026-08-19T05:42:00,0.297
2026-08-19T05:48:00,0.466
2026-08-19T05:54:00,0.441
2026-08-19T06:00:00,0.308
2026-08-19T06:06:00,0.404
2026-08-19T06:12:00,0.363
2026-08-19T06:18:00,0.38
2026-08-19T06:24:00,0.443
2026-08-19T06:30:00,0.37
2026-08-19T06:36:00,0.354
2026-08-19T06:42:00,0.494
2026-08-19T06:48:00,0.436
2026-08-19T06:54:00,0.476
2026-08-19T07:00:00,0.591
2026-08-19T07:06:00,0.505
2026-08-19T07:12:00,0.522
2026-08-19T07:18:00,0.614
2026-08-19T07:24:00,0.533
2026-08-19T07:30:00,0.521
2026-08-19T07:36:00,0.697
2026-08-19T07:42:00,0.708
2026-08-19T07:48:00,0.692
2026-08-19T07:54:00,0.663
2026-08-19T08:00:00,0.729
2026-08-19T08:06:00,0.789
2026-08-19T08:12:00,0.805
2026-08-19T08:18:00,0.81
2026-08-19T08:24:00,0.855
2026-08-19T08:30:00,0.879
2026-08-19T08:36:00,0.978
2026-08-19T08:42:00,0.988
2026-08-19T08:48:00,1.013
2026-08-19T08:54:00,1.094
2026-08-19T09:00:00,1.196
2026-08-19T09:06:00,1.228
2026-08-19T09:12:00,1.126
2026-08-19T09:18:00,1.239
2026-08-19T09:24:00,1.312
2026-08-19T09:30:00,1.308
2026-08-19T09:36:00,1.327
2026-08-19T09:42:00,1.34
2026-08-19T09:48:00,1.394
2026-08-19T09:54:00,1.431
2026-08-19T10:00:00,1.416
2026-08-19T10:06:00,1.478
2026-08-19T10:12:00,1.442
2026-08-19T10:18:00,1.433
2026-08-19T10:24:00,1.531
2026-08-19T10:30:00,1.613
2026-08-19T10:36:00,1.555
2026-08-19T10:42:00,1.55
2026-08-19T10:48:00,1.634
2026-08-19T10:54:00,1.612
2026-08-19T11:00:00,1.683
2026-08-19T11:06:00,1.671
2026-08-19T11:12:00,1.71
2026-08-19T11:18:00,1.698
2026-08-19T11:24:00,1.651
2026-08-19T11:30:00,1.704
2026-08-19T11:36:00,1.728
2026-08-19T11:42:00,1.728
2026-08-19T11:48:00,1.683
2026-08-19T11:54:00,1.664
2026-08-19T12:00:00,1.682
2026-08-19T12:12:00,1.701
2026-08-19T12:18:00,1.684
2026-08-19T12:24:00,1.652
2026-08-19T12:30:00,1.684
2026-08-19T12:36:00,1.668
2026-08-19T12:42:00,1.568
2026-08-19T12:48:00,1.55
2026-08-19T12:54:00,1.511
2026-08-19T13:00:00,1.459
2026-08-19T13:06:00,1.444
2026-08-19T13:12:00,1.46
2026-08-19T13:18:00,1.393
2026-08-19T13:24:00,1.327
2026-08-19T13:30:00,1.365
2026-08-19T13:36:00,1.287
2026-08-19T13:42:00,1.172
2026-08-19T13:48:00,1.314
2026-08-19T13:54:00,1.124
2026-08-19T14:00:00,1.206
2026-08-19T14:06:00,1.167
2026-08-19T14:12:00,1.077
2026-08-19T14:18:00,1.124
2026-08-19T14:24:00,1.099
