fecha,altura_astronomica_m,altura_medida_m
2026-07-06T07:45:00,0.51,0.84
2026-07-06T08:45:00,0.51,0.86
2026-07-06T09:45:00,0.61,0.93
2026-07-06T10:45:00,0.74,1.04
2026-07-06T11:45:00,0.84,1.22
2026-07-06T12:45:00,0.9,1.23
2026-07-06T13:45:00,0.91,1.2
2026-07-06T14:45:00,0.88,1.18
2026-07-06T15:45:00,0.8,1.07
2026-07-06T16:45:00,0.68,0.93
2026-07-06T17:45:00,0.54,0.73
2026-07-06T18:45:00,0.41,0.6
2026-07-06T19:45:00,0.36,
2026-07-06T20:45:00,0.43,
2026-07-06T21:45:00,0.6,
2026-07-06T22:45:00,0.83,
2026-07-06T23:45:00,1.04,
