fecha,altura_astronomica_m,altura_medida_m
2026-07-07T07:45:00,0.58,0.72
2026-07-07T08:45:00,0.51,0.59
2026-07-07T09:45:00,0.56,0.57
2026-07-07T10:45:00,0.68,0.57
2026-07-07T11:45:00,0.82,0.77
2026-07-07T12:45:00,0.93,0.88
2026-07-07T13:45:00,0.97,0.85
2026-07-07T14:45:00,0.97,0.92
2026-07-07T15:45:00,0.91,0.85
2026-07-07T16:45:00,0.8,0.7
2026-07-07T17:45:00,0.65,0.53
2026-07-07T18:45:00,0.49,
2026-07-07T19:45:00,0.35,
2026-07-07T20:45:00,0.32,
2026-07-07T21:45:00,0.41,
2026-07-07T22:45:00,0.6,
2026-07-07T23:45:00,0.83,
