fecha,altura_astronomica_m,altura_medida_m
2026-07-02T07:45:00,1.12,2.29
2026-07-02T08:45:00,1.07,2.12
2026-07-02T09:45:00,1.0,1.99
2026-07-02T10:45:00,0.92,1.79
2026-07-02T11:45:00,0.81,1.65
2026-07-02T12:45:00,0.71,1.51
2026-07-02T13:45:00,0.65,1.39
2026-07-02T14:45:00,0.64,1.3
2026-07-02T15:45:00,0.69,1.23
2026-07-02T16:45:00,0.74,1.18
2026-07-02T17:45:00,0.79,1.13
2026-07-02T18:45:00,0.81,1.1
2026-07-02T19:45:00,0.8,
2026-07-02T20:45:00,0.78,
2026-07-02T21:45:00,0.74,
2026-07-02T22:45:00,0.68,
2026-07-02T23:45:00,0.62,
