fecha,altura_astronomica_m,altura_medida_m
2026-07-04T06:45:00,1.06,1.22
2026-07-04T07:45:00,1.13,1.3
2026-07-04T08:45:00,1.16,1.34
2026-07-04T09:45:00,1.15,1.34
2026-07-04T10:45:00,1.1,1.24
2026-07-04T11:45:00,1.03,1.15
2026-07-04T12:45:00,0.93,1.07
2026-07-04T13:45:00,0.82,0.97
2026-07-04T14:45:00,0.72,0.87
2026-07-04T15:45:00,0.66,0.79
2026-07-04T16:45:00,0.65,0.8
2026-07-04T17:45:00,0.69,0.86
2026-07-04T18:45:00,0.74,0.98
2026-07-04T19:45:00,0.76,
2026-07-04T20:45:00,0.77,
2026-07-04T21:45:00,0.77,
2026-07-04T22:45:00,0.74,
2026-07-04T23:45:00,0.7,
