fecha,altura_astronomica_m,altura_medida_m
2026-07-13T06:45:00,1.01,0.61
2026-07-13T07:45:00,0.9,0.5
2026-07-13T08:45:00,0.79,0.34
2026-07-13T09:45:00,0.69,0.34
2026-07-13T10:45:00,0.64,0.33
2026-07-13T11:45:00,0.66,0.24
2026-07-13T12:45:00,0.73,0.34
2026-07-13T13:45:00,0.85,0.38
2026-07-13T14:45:00,1.06,0.63
2026-07-13T15:45:00,1.36,0.97
2026-07-13T16:45:00,1.61,1.38
2026-07-13T17:45:00,1.69,1.28
2026-07-13T18:45:00,1.58,
2026-07-13T19:45:00,1.37,
2026-07-13T20:45:00,1.12,
2026-07-13T21:45:00,0.85,
2026-07-13T22:45:00,0.62,
2026-07-13T23:45:00,0.44,
