fecha,altura_astronomica_m,altura_medida_m
2026-07-05T06:45:00,0.33,0.32
2026-07-05T07:45:00,0.49,0.44
2026-07-05T08:45:00,0.72,0.69
2026-07-05T09:45:00,0.88,0.8
2026-07-05T10:45:00,0.93,0.8
2026-07-05T11:45:00,0.91,0.92
2026-07-05T12:45:00,0.86,0.95
2026-07-05T13:45:00,0.79,0.81
2026-07-05T14:45:00,0.7,0.81
2026-07-05T15:45:00,0.65,0.68
2026-07-05T16:45:00,0.66,0.73
2026-07-05T17:45:00,0.72,0.65
2026-07-05T18:45:00,0.84,0.85
2026-07-05T19:45:00,1.06,
2026-07-05T20:45:00,1.33,
2026-07-05T21:45:00,1.52,
2026-07-05T22:45:00,1.53,
2026-07-05T23:45:00,1.42,
