fecha,altura_astronomica_m,altura_medida_m
2026-07-04T06:45:00,0.42,0.44
2026-07-04T07:45:00,0.62,0.66
2026-07-04T08:45:00,0.81,0.88
2026-07-04T09:45:00,0.89,0.87
2026-07-04T10:45:00,0.9,0.98
2026-07-04T11:45:00,0.88,0.96
2026-07-04T12:45:00,0.83,0.9
2026-07-04T13:45:00,0.75,0.75
2026-07-04T14:45:00,0.69,0.67
2026-07-04T15:45:00,0.68,0.72
2026-07-04T16:45:00,0.72,0.72
2026-07-04T17:45:00,0.81,0.74
2026-07-04T18:45:00,1.0,0.95
2026-07-04T19:45:00,1.27,
2026-07-04T20:45:00,1.51,
2026-07-04T21:45:00,1.59,
2026-07-04T22:45:00,1.51,
2026-07-04T23:45:00,1.36,
