fecha,altura_astronomica_m,altura_medida_m
2026-07-03T07:45:00,0.74,0.81
2026-07-03T08:45:00,0.85,0.85
2026-07-03T09:45:00,0.89,0.84
2026-07-03T10:45:00,0.89,0.89
2026-07-03T11:45:00,0.87,0.96
2026-07-03T12:45:00,0.81,0.86
2026-07-03T13:45:00,0.74,0.78
2026-07-03T14:45:00,0.71,0.68
2026-07-03T15:45:00,0.72,0.61
2026-07-03T16:45:00,0.78,0.69
2026-07-03T17:45:00,0.93,0.84
2026-07-03T18:45:00,1.18,1.1
2026-07-03T19:45:00,1.45,
2026-07-03T20:45:00,1.6,
2026-07-03T21:45:00,1.59,
2026-07-03T22:45:00,1.46,
2026-07-03T23:45:00,1.27,
