fecha,altura_astronomica_m,altura_medida_m
2026-07-14T06:45:00,0.81,0.33
2026-07-14T07:45:00,0.6,0.24
2026-07-14T08:45:00,0.44,0.16
2026-07-14T09:45:00,0.37,0.11
2026-07-14T10:45:00,0.43,0.06
2026-07-14T11:45:00,0.58,0.04
2026-07-14T12:45:00,0.76,0.05
2026-07-14T13:45:00,0.92,0.28
2026-07-14T14:45:00,1.0,0.34
2026-07-14T15:45:00,1.01,0.49
2026-07-14T16:45:00,0.95,0.59
2026-07-14T17:45:00,0.86,0.59
2026-07-14T18:45:00,0.75,
2026-07-14T19:45:00,0.62,
2026-07-14T20:45:00,0.52,
2026-07-14T21:45:00,0.5,
2026-07-14T22:45:00,0.58,
2026-07-14T23:45:00,0.78,
