fecha,altura_astronomica_m,altura_medida_m
2026-07-05T06:45:00,0.58,0.82
2026-07-05T07:45:00,0.62,0.86
2026-07-05T08:45:00,0.72,1.03
2026-07-05T09:45:00,0.86,1.19
2026-07-05T10:45:00,1.0,1.34
2026-07-05T11:45:00,1.13,1.39
2026-07-05T12:45:00,1.17,1.37
2026-07-05T13:45:00,1.16,1.31
2026-07-05T14:45:00,1.07,1.2
2026-07-05T15:45:00,0.98,1.1
2026-07-05T16:45:00,0.86,1.0
2026-07-05T17:45:00,0.75,0.96
2026-07-05T18:45:00,0.69,0.92
2026-07-05T19:45:00,0.67,
2026-07-05T20:45:00,0.69,
2026-07-05T21:45:00,0.76,
2026-07-05T22:45:00,0.8,
2026-07-05T23:45:00,0.85,
