fecha,altura_astronomica_m,altura_medida_m
2026-07-07T07:45:00,0.52,0.6
2026-07-07T08:45:00,0.55,0.58
2026-07-07T09:45:00,0.63,0.63
2026-07-07T10:45:00,0.79,0.73
2026-07-07T11:45:00,0.94,0.85
2026-07-07T12:45:00,1.08,0.95
2026-07-07T13:45:00,1.17,1.01
2026-07-07T14:45:00,1.18,0.99
2026-07-07T15:45:00,1.13,0.96
2026-07-07T16:45:00,1.01,0.88
2026-07-07T17:45:00,0.9,0.85
2026-07-07T18:45:00,0.78,
2026-07-07T19:45:00,0.71,
2026-07-07T20:45:00,0.68,
2026-07-07T21:45:00,0.69,
2026-07-07T22:45:00,0.77,
2026-07-07T23:45:00,0.86,
