fecha,altura,altura_maxima,periodo,direccion
2026-09-16T00:00:00,2.23,4.31,10.24,167
2026-09-16T00:30:00,2.29,3.47,10.92,164
2026-09-16T01:00:00,2.34,3.34,10.92,157
2026-09-16T01:30:00,2.36,3.68,9.64,168
2026-09-16T02:00:00,2.37,3.35,10.24,165
2026-09-16T02:30:00,2.2,3.21,10.24,169
2026-09-16T03:00:00,2.36,3.2,10.92,168
2026-09-16T03:30:00,2.26,4.46,10.24,172
2026-09-16T04:00:00,2.17,3.26,10.92,164
2026-09-16T04:30:00,2.14,3.24,10.24,165
2026-09-16T05:00:00,2.59,3.91,10.92,170
2026-09-16T05:30:00,2.16,3.53,10.24,164
2026-09-16T06:00:00,2.18,3.29,10.24,172
2026-09-16T06:30:00,2.31,3.73,10.24,169
2026-09-16T07:00:00,2.2,3.24,10.24,167
2026-09-16T07:30:00,2.25,3.52,10.24,167
2026-09-16T08:00:00,2.12,3.48,10.24,168
2026-09-16T08:30:00,1.96,3.25,10.92,161
2026-09-16T09:00:00,2.02,2.78,10.24,169
2026-09-16T09:30:00,2.09,2.96,10.24,170
2026-09-16T10:00:00,1.96,3.28,9.64,164
2026-09-16T10:30:00,1.88,2.86,10.24,162
2026-09-16T11:00:00,2.18,3.35,10.24,167
2026-09-16T11:30:00,1.87,2.78,10.24,156
2026-09-16T12:00:00,1.87,2.81,10.24,163
2026-09-16T12:30:00,1.73,2.63,9.64,159
2026-09-16T13:00:00,1.81,3.3,10.92,152
2026-09-16T13:30:00,1.74,2.41,10.24,160
