fecha,altura,altura_maxima,periodo,direccion
2026-09-10T00:30:00,0.82,1.54,12.6,164
2026-09-10T01:00:00,0.8,1.18,11.7,164
2026-09-10T01:30:00,0.76,1.13,12.6,162
2026-09-10T02:00:00,0.86,1.57,11.7,159
2026-09-10T02:30:00,0.75,1.46,12.6,156
2026-09-10T03:00:00,0.85,1.52,12.6,153
2026-09-10T03:30:00,0.82,1.31,12.6,154
2026-09-10T04:00:00,0.86,1.45,12.6,155
2026-09-10T04:30:00,0.75,1.28,11.7,158
2026-09-10T05:00:00,0.76,1.13,12.6,157
2026-09-10T05:30:00,0.71,1.4,12.6,157
2026-09-10T06:00:00,0.7,1.0,11.7,160
2026-09-10T06:30:00,0.73,1.07,11.7,161
2026-09-10T07:00:00,0.67,1.24,10.92,162
2026-09-10T07:30:00,0.66,1.05,11.7,158
2026-09-10T08:00:00,0.7,1.03,11.7,159
2026-09-10T08:30:00,0.71,1.14,11.7,157
2026-09-10T09:00:00,0.67,0.98,12.6,157
2026-09-10T09:30:00,0.7,1.1,11.7,159
2026-09-10T10:00:00,0.68,1.01,10.92,159
2026-09-10T10:30:00,0.65,1.07,11.7,153
2026-09-10T11:00:00,0.68,1.1,11.7,159
2026-09-10T11:30:00,0.68,1.13,10.92,160
2026-09-10T12:00:00,0.64,1.14,10.92,158
2026-09-10T12:30:00,0.7,1.05,10.92,165
2026-09-10T13:00:00,0.74,1.21,11.7,157
2026-09-10T13:30:00,0.71,1.13,11.7,162
