fecha,altura,altura_maxima,periodo,direccion
2026-09-03T00:00:00,0.65,1.01,7.12,190
2026-09-03T00:30:00,0.65,0.97,6.83,192
2026-09-03T01:00:00,0.65,1.12,6.55,188
2026-09-03T01:30:00,0.65,0.99,7.45,171
2026-09-03T02:00:00,0.68,0.98,7.45,185
2026-09-03T02:30:00,0.64,0.95,6.83,187
2026-09-03T03:30:00,0.61,0.95,6.83,186
2026-09-03T04:00:00,0.59,0.84,9.1,121
2026-09-03T04:30:00,0.61,0.94,8.62,120
2026-09-03T05:00:00,0.64,1.15,6.55,185
2026-09-03T05:30:00,0.65,0.99,9.64,131
2026-09-03T06:00:00,0.65,1.06,8.62,121
2026-09-03T06:30:00,0.67,0.97,4.2,219
2026-09-03T07:00:00,0.66,1.13,3.81,221
2026-09-03T07:30:00,0.64,1.2,4.2,219
2026-09-03T08:00:00,0.63,1.15,9.1,139
2026-09-03T08:30:00,0.66,1.02,9.1,128
2026-09-03T09:00:00,0.61,1.15,8.62,127
2026-09-03T09:30:00,0.6,0.88,8.62,136
2026-09-03T10:00:00,0.64,0.95,9.1,121
2026-09-03T10:30:00,0.66,0.94,4.1,212
2026-09-03T11:00:00,0.7,1.05,4.0,214
2026-09-03T11:30:00,0.69,1.23,3.49,210
2026-09-03T12:00:00,0.8,1.29,4.0,213
2026-09-03T12:30:00,0.84,1.38,4.0,215
2026-09-03T13:00:00,0.85,1.35,4.2,216
2026-09-03T13:30:00,1.0,1.44,4.55,209
