fecha,altura,altura_maxima,periodo,direccion
2026-08-30T00:00:00,0.54,0.94,10.24,127
2026-08-30T00:30:00,0.55,0.79,9.64,125
2026-08-30T01:00:00,0.54,1.08,10.24,130
2026-08-30T01:30:00,0.52,0.91,10.24,132
2026-08-30T02:00:00,0.5,0.94,10.24,133
2026-08-30T02:30:00,0.51,0.89,10.24,131
2026-08-30T03:00:00,0.53,1.05,10.24,123
2026-08-30T03:30:00,0.5,0.85,10.24,124
2026-08-30T04:00:00,0.55,0.84,10.24,128
2026-08-30T04:30:00,0.49,0.76,9.64,130
2026-08-30T05:00:00,0.48,0.69,9.64,124
2026-08-30T05:30:00,0.53,0.93,9.64,124
2026-08-30T06:00:00,0.5,0.93,9.64,120
2026-08-30T06:30:00,0.47,0.87,9.1,117
2026-08-30T07:00:00,0.5,0.74,9.64,118
2026-08-30T08:00:00,0.5,0.9,10.24,131
2026-08-30T08:30:00,0.52,0.96,9.1,122
2026-08-30T09:00:00,0.54,0.87,9.64,133
2026-08-30T09:30:00,0.5,0.79,9.64,130
2026-08-30T10:00:00,0.53,1.04,10.24,133
2026-08-30T10:30:00,0.54,0.85,9.64,128
2026-08-30T11:00:00,0.6,1.2,9.64,128
2026-08-30T11:30:00,0.59,1.05,9.64,129
2026-08-30T12:00:00,0.53,0.83,10.24,136
2026-08-30T12:30:00,0.61,0.9,10.24,130
2026-08-30T13:00:00,0.52,0.79,9.1,115
2026-08-30T13:30:00,0.52,0.75,9.64,126
