fecha,altura,altura_maxima,periodo,direccion
2026-08-17T00:00:00,1.15,2.01,5.85,218
2026-08-17T00:30:00,1.2,1.89,5.85,210
2026-08-17T01:00:00,1.3,2.16,5.85,212
2026-08-17T01:30:00,1.17,2.04,5.85,211
2026-08-17T02:00:00,1.13,1.76,5.85,214
2026-08-17T02:30:00,1.24,2.05,6.07,205
2026-08-17T03:00:00,1.19,1.97,6.07,205
2026-08-17T03:30:00,1.19,1.91,6.3,205
2026-08-17T04:00:00,1.15,1.76,6.3,200
2026-08-17T04:30:00,1.1,1.61,6.3,207
2026-08-17T05:00:00,1.15,2.2,6.07,217
2026-08-17T06:00:00,1.18,1.82,5.85,218
2026-08-17T06:30:00,1.22,1.83,6.07,220
2026-08-17T07:00:00,1.14,1.69,6.07,219
2026-08-17T07:30:00,1.15,1.73,5.85,219
2026-08-17T08:00:00,1.26,1.82,5.85,214
2026-08-17T08:30:00,1.24,2.0,6.07,222
2026-08-17T09:00:00,1.25,1.92,6.07,223
2026-08-17T09:30:00,1.25,1.87,6.07,220
2026-08-17T10:30:00,1.28,2.12,6.3,210
2026-08-17T11:00:00,1.23,2.0,6.07,213
2026-08-17T11:30:00,1.27,2.11,5.46,208
