fecha,altura,altura_maxima,periodo,direccion
2026-09-20T00:30:00,0.58,1.1,10.24,163
2026-09-20T01:00:00,0.58,1.16,4.43,96
2026-09-20T01:30:00,0.57,0.94,10.92,167
2026-09-20T02:00:00,0.61,0.97,10.24,156
2026-09-20T02:30:00,0.62,0.94,4.55,89
2026-09-20T03:00:00,0.61,0.96,5.85,98
2026-09-20T03:30:00,0.59,0.9,5.29,91
2026-09-20T04:00:00,0.59,0.86,10.24,155
2026-09-20T04:30:00,0.59,0.89,5.65,96
2026-09-20T05:00:00,0.56,0.83,5.85,99
2026-09-20T05:30:00,0.58,0.99,6.07,100
2026-09-20T06:00:00,0.57,0.93,5.85,100
2026-09-20T06:30:00,0.56,0.77,5.85,103
2026-09-20T07:00:00,0.57,1.05,5.65,94
2026-09-20T07:30:00,0.55,0.9,5.65,93
2026-09-20T08:00:00,0.53,0.7,5.65,92
2026-09-20T08:30:00,0.5,0.83,5.85,94
2026-09-20T09:00:00,0.49,0.76,4.82,86
2026-09-20T09:30:00,0.51,0.91,5.85,98
2026-09-20T10:00:00,0.58,1.05,6.07,98
2026-09-20T10:30:00,0.58,0.87,5.12,100
2026-09-20T11:00:00,0.57,0.92,5.85,99
2026-09-20T11:30:00,0.61,0.91,4.82,88
2026-09-20T12:00:00,0.56,0.88,5.46,91
2026-09-20T12:30:00,0.57,0.83,6.3,102
2026-09-20T13:00:00,0.53,0.97,6.55,99
