fecha,altura_astronomica_m,altura_medida_m
2026-07-08T07:45:00,0.41,0.08
2026-07-08T08:45:00,0.42,0.03
2026-07-08T09:45:00,0.53,0.0
2026-07-08T10:45:00,0.75,-0.01
2026-07-08T11:45:00,0.99,0.3
2026-07-08T12:45:00,1.15,0.57
2026-07-08T13:45:00,1.2,0.73
2026-07-08T14:45:00,1.16,0.82
2026-07-08T15:45:00,1.07,0.84
2026-07-08T16:45:00,0.96,0.76
2026-07-08T17:45:00,0.83,0.66
2026-07-08T18:45:00,0.71,0.57
2026-07-08T19:45:00,0.61,
2026-07-08T20:45:00,0.55,
2026-07-08T21:45:00,0.57,
2026-07-08T22:45:00,0.68,
2026-07-08T23:45:00,0.82,
