fecha,velocidad,direccion
2026-08-24T00:00:00,7.86,263
2026-08-24T00:01:00,6.14,278
2026-08-24T00:02:00,5.04,285
2026-08-24T00:03:00,4.7,266
2026-08-24T00:04:00,6.96,316
2026-08-24T00:05:00,8.24,308
2026-08-24T00:06:00,9.1,314
2026-08-24T00:07:00,8.67,323
2026-08-24T00:08:00,10.03,309
2026-08-24T00:09:00,7.26,320
2026-08-24T00:10:00,9.22,314
2026-08-24T00:11:00,7.84,313
2026-08-24T00:12:00,8.07,309
2026-08-24T00:13:00,6.48,295
2026-08-24T00:14:00,8.35,278
2026-08-24T00:15:00,7.16,277
2026-08-24T00:16:00,4.92,260
2026-08-24T00:17:00,7.22,275
2026-08-24T00:18:00,6.03,246
2026-08-24T00:19:00,4.58,275
2026-08-24T00:20:00,4.72,264
2026-08-24T00:21:00,7.28,315
2026-08-24T00:22:00,7.3,316
2026-08-24T00:23:00,7.64,315
2026-08-24T00:24:00,8.59,328
2026-08-24T00:25:00,7.81,325
2026-08-24T00:26:00,8.34,321
2026-08-24T00:27:00,6.33,297
2026-08-24T00:28:00,5.62,311
2026-08-24T00:29:00,6.15,297
2026-08-24T00:30:00,6.36,308
2026-08-24T00:31:00,6.52,315
2026-08-24T00:32:00,6.0,300
2026-08-24T00:33:00,7.42,324
2026-08-24T00:34:00,6.29,319
2026-08-24T00:35:00,7.89,323
2026-08-24T00:36:00,7.82,321
2026-08-24T00:37:00,7.02,318
2026-08-24T00:38:00,7.28,337
2026-08-24T00:39:00,8.57,322
2026-08-24T00:40:00,6.41,314
2026-08-24T00:41:00,5.04,326
2026-08-24T00:42:00,5.56,338
2026-08-24T00:43:00,5.58,314
2026-08-24T00:44:00,7.74,317
2026-08-24T00:45:00,8.69,319
2026-08-24T00:46:00,7.55,356
2026-08-24T00:47:00,8.5,332
2026-08-24T00:48:00,7.49,325
2026-08-24T00:49:00,6.97,328
2026-08-24T00:50:00,8.48,328
2026-08-24T00:51:00,7.59,325
2026-08-24T00:52:00,8.73,331
2026-08-24T00:53:00,7.93,320
2026-08-24T00:54:00,5.39,315
2026-08-24T00:55:00,6.45,297
2026-08-24T00:56:00,5.25,275
2026-08-24T00:57:00,3.56,215
2026-08-24T00:58:00,6.63,241
2026-08-24T00:59:00,7.26,240
2026-08-24T01:00:00,7.88,233
2026-08-24T01:01:00,6.71,254
2026-08-24T01:02:00,5.91,261
2026-08-24T01:03:00,7.02,254
2026-08-24T01:04:00,7.67,260
2026-08-24T01:05:00,8.24,241
2026-08-24T01:06:00,6.65,240
2026-08-24T01:07:00,6.08,268
2026-08-24T01:08:00,5.81,268
2026-08-24T01:09:00,4.9,239
2026-08-24T01:10:00,7.83,320
2026-08-24T01:11:00,10.71,327
2026-08-24T01:12:00,10.06,324
2026-08-24T01:13:00,8.25,314
2026-08-24T01:14:00,8.22,323
2026-08-24T01:15:00,9.1,319
