fecha,velocidad,direccion
2026-09-03T00:00:00,28.97,264
2026-09-03T00:01:00,27.54,260
2026-09-03T00:02:00,27.03,260
2026-09-03T00:03:00,30.83,260
2026-09-03T00:04:00,31.84,259
2026-09-03T00:05:00,30.2,257
2026-09-03T00:06:00,31.57,258
2026-09-03T00:07:00,30.46,255
2026-09-03T00:08:00,30.39,256
2026-09-03T00:09:00,29.24,256
2026-09-03T00:10:00,29.43,254
2026-09-03T00:11:00,29.27,255
2026-09-03T00:12:00,30.35,255
2026-09-03T00:13:00,30.15,254
2026-09-03T00:14:00,31.02,253
2026-09-03T00:15:00,29.76,253
2026-09-03T00:16:00,29.39,252
2026-09-03T00:17:00,29.01,250
2026-09-03T00:18:00,28.37,249
2026-09-03T00:19:00,29.25,249
2026-09-03T00:20:00,29.31,249
2026-09-03T00:21:00,29.37,250
2026-09-03T00:22:00,29.73,250
2026-09-03T00:23:00,28.31,253
2026-09-03T00:24:00,30.23,255
2026-09-03T00:25:00,29.74,255
2026-09-03T00:26:00,28.51,256
2026-09-03T00:27:00,28.97,257
2026-09-03T00:28:00,28.17,257
2026-09-03T00:29:00,28.19,258
2026-09-03T00:30:00,28.25,258
2026-09-03T00:31:00,27.17,259
2026-09-03T00:32:00,25.55,260
2026-09-03T00:33:00,26.05,262
2026-09-03T00:34:00,27.14,266
2026-09-03T00:35:00,27.76,262
2026-09-03T00:36:00,29.75,262
2026-09-03T00:37:00,29.88,265
2026-09-03T00:38:00,29.05,263
2026-09-03T00:39:00,31.58,261
2026-09-03T00:40:00,26.22,263
2026-09-03T00:41:00,26.73,264
2026-09-03T00:42:00,25.38,265
2026-09-03T00:43:00,24.52,262
2026-09-03T00:44:00,25.53,264
2026-09-03T00:45:00,23.66,262
2026-09-03T00:46:00,22.18,259
2026-09-03T00:47:00,24.02,261
2026-09-03T00:48:00,21.9,266
2026-09-03T00:49:00,22.63,265
2026-09-03T00:50:00,23.25,261
2026-09-03T00:51:00,23.61,263
2026-09-03T00:52:00,22.92,262
2026-09-03T00:53:00,21.33,260
2026-09-03T00:54:00,20.1,262
2026-09-03T00:55:00,20.85,261
2026-09-03T00:56:00,21.27,260
2026-09-03T00:57:00,21.64,259
2026-09-03T00:58:00,23.02,261
2026-09-03T00:59:00,22.21,260
2026-09-03T01:00:00,23.33,257
2026-09-03T01:01:00,24.32,257
2026-09-03T01:02:00,22.98,254
2026-09-03T01:03:00,23.36,257
2026-09-03T01:04:00,22.26,257
2026-09-03T01:05:00,22.55,258
2026-09-03T01:06:00,21.8,260
2026-09-03T01:07:00,21.7,259
2026-09-03T01:08:00,23.49,255
2026-09-03T01:09:00,24.81,255
2026-09-03T01:10:00,27.3,253
2026-09-03T01:11:00,28.25,251
2026-09-03T01:12:00,26.18,254
2026-09-03T01:13:00,26.75,255
2026-09-03T01:14:00,26.18,255
2026-09-03T01:15:00,26.61,256
2026-09-03T01:16:00,27.15,257
2026-09-03T01:17:00,27.34,257
2026-09-03T01:18:00,25.97,257
2026-09-03T01:19:00,26.81,258
2026-09-03T01:20:00,25.64,258
2026-09-03T01:21:00,26.29,260
2026-09-03T01:22:00,25.8,259
2026-09-03T01:23:00,24.75,257
2026-09-03T01:24:00,24.9,256
2026-09-03T01:25:00,25.29,255
2026-09-03T01:26:00,25.29,256
2026-09-03T01:27:00,22.99,257
2026-09-03T01:28:00,24.24,259
2026-09-03T01:29:00,24.91,259
2026-09-03T01:30:00,24.95,259
2026-09-03T01:31:00,26.83,258
2026-09-03T01:32:00,26.36,257
2026-09-03T01:33:00,26.33,258
2026-09-03T01:34:00,24.05,260
2026-09-03T01:35:00,22.91,262
2026-09-03T01:36:00,22.75,262
2026-09-03T01:37:00,23.94,258
2026-09-03T01:38:00,23.19,258
2026-09-03T01:39:00,22.0,257
2026-09-03T01:40:00,21.53,261
2026-09-03T01:41:00,21.82,260
2026-09-03T01:42:00,22.47,259
2026-09-03T01:43:00,23.02,257
2026-09-03T01:44:00,21.92,259
2026-09-03T01:45:00,22.96,260
2026-09-03T01:46:00,22.11,259
2026-09-03T01:47:00,26.49,260
2026-09-03T01:48:00,24.59,258
2026-09-03T01:49:00,23.94,257
2026-09-03T01:50:00,22.44,259
2026-09-03T01:51:00,22.63,257
2026-09-03T01:52:00,23.07,256
2026-09-03T01:53:00,24.97,256
2026-09-03T01:54:00,23.52,255
2026-09-03T01:55:00,20.99,254
2026-09-03T01:56:00,22.2,257
2026-09-03T01:57:00,21.49,257
2026-09-03T01:58:00,21.16,256
2026-09-03T01:59:00,20.0,256
2026-09-03T02:00:00,20.72,256
2026-09-03T02:01:00,19.91,258
2026-09-03T02:02:00,19.12,257
2026-09-03T02:03:00,19.73,262
2026-09-03T02:04:00,19.72,263
2026-09-03T02:05:00,19.59,264
2026-09-03T02:06:00,18.97,265
2026-09-03T02:07:00,19.5,263
2026-09-03T02:08:00,17.93,264
2026-09-03T02:09:00,16.56,263
2026-09-03T02:10:00,15.95,264
2026-09-03T02:11:00,15.99,268
2026-09-03T02:12:00,16.13,267
2026-09-03T02:13:00,17.18,266
2026-09-03T02:14:00,18.08,266
2026-09-03T02:15:00,17.99,268
2026-09-03T02:16:00,17.75,267
2026-09-03T02:17:00,18.91,266
2026-09-03T02:18:00,18.9,263
2026-09-03T02:19:00,19.93,263
2026-09-03T02:20:00,18.75,265
2026-09-03T02:21:00,18.53,266
2026-09-03T02:22:00,18.98,267
2026-09-03T02:23:00,19.14,266
2026-09-03T02:24:00,19.22,264
2026-09-03T02:25:00,19.1,264
2026-09-03T02:26:00,18.69,264
2026-09-03T02:27:00,19.17,263
2026-09-03T02:28:00,19.52,262
2026-09-03T02:29:00,20.19,259
2026-09-03T02:30:00,21.26,256
2026-09-03T02:31:00,20.48,255
2026-09-03T02:32:00,20.72,253
